SKU,Scanned_OH_Count,Description,DRS Cost
S002460076,0,MT T-Shirt,2.1
S002460077,0,WB Pants,3.9
S002460092,0,M Athletic Shoe,7.6
S002460102,0,WT Long Sleeve,3.9
S002460131,0,WT T-Shirt L/S,1.8
S002460147,0,WA Pants,10
S002460199,0,WT Long Sleeve,3
S002460200,0,WT T-Shirt,1.5
S002460209,0,neckalace,0.6
S002460215,0,WT LW Sweater,2.4
S002460219,0,WD Dress Long,8
S002460257,0,WT Tank,0.9
S002460265,0,WT LW Sweatshirt,3.9
S002460271,0,WA Pants / Blue,1.8
S002460298,0,MA Long Sleeve,4.2
S002460301,0,MT L Sleeve,3.9
S002460307,0,MT T-Shirt,2.4
S002460396,0,WB Pants,2.7
S002460401,0,Phone Case/otofly,1.3
S002460409,0,Hat,2.4
S002460418,0,WT T-Shirt L/S,1.8
S002460423,0,MB Denim,3.9
S002460456,0,WT Long Sleeve,2.4
S002460459,0,WT LW Sweater,4.62
S002460463,0,WD Dress Long,7.6
S002460466,0,WA Pants,2.4
S002460486,0,MB Pants/THRT,3.9
S002460489,0,M Athletic Shoe,13.3
S002460525,0,WT T-Shirt L/S,1.8
S002460526,0,WT T-Shirt L/S,1.5
S002460530,0,socks,2.45
S002460568,0,WT Long Sleeve,3
S002460576,0,MA Shorts,4.2
S002460581,0,MA Long Sleeve,5.85
S002460588,0,WT Long Sleeve,2.4
S002460589,0,WT Long Sleeve,3.6
S002460635,0,WB Skirt Short,2.6
S002460636,0,WB Skirt Short,3.3
S002460637,0,WB Skirt Short,1.65
S002460638,0,WB Skirt Short,1.65
S002460639,0,WT T-Shirt,2.7
S002460641,0,WD Dress Long,4.67
S002460643,0,WD Dress Long,4.67
S002460644,0,WD Dress Short,3.96
S002460645,0,WD Dress Long,4.67
S002460646,0,WD Dress Long,3
S002460648,0,WT T-Shirt,1.8
S002460652,0,WT LW Sweatshirt,5.2
S002460653,0,WD Dress Short,2.4
S002460654,0,WB Skirt Short,1.65
S002460655,0,WB Skirt Short,3.3
S002460656,0,Sunglasses,0.8
S002460659,0,Sunglasses,0.8
S002460669,0,earings/ pink heart,0.6
S002460693,0,bracelet/ silver crystal,0.6
S002460694,0,bracelet/ ankor,0.6
S002460696,0,braclet/ black,0.6
S002460697,0,bracelet/ pink,0.6
S002460699,0,WT S Sleeve,1.8
S002460701,0,MT T-Shirt,2.1
S002460703,0,MT T-Shirt /Bluey,1.33
S002460704,0,MT T-Shirt,1.33
S002460706,0,MT T-Shirt,2.1
S002460707,0,WT S Sleeve,1.07
S002460709,0,WT S Sleeve,1.07
S002460710,0,WT S Sleeve,1.8
S002460753,0,WB Overalls,5.2
S002460759,0,MT L Sleeve,3
S002460765,0,WD Dress Long,4.67
S002460798,0,WA Tank,1.6
S002460813,0,WT Long Sleeve,4.55
S002460814,0,WT Long Sleeve,4.55
S002460815,0,WB Pants,5.95
S002460816,0,WB Pants,5.95
S002460818,0,WT Long Sleeve,4.55
S002460834,0,Duffel,16
S002460841,0,Sunglasses,1.5
S002460847,0,MT S Sleeve,2.1
S002460890,0,W Athletic Shoe,6.08
S002460915,0,WD Dress Long,3.96
S002460918,0,WT Long Sleeve,2.4
S002460919,0,WT Long Sleeve,3
S002460922,0,WD Jumpsuit,4.55
S002460924,0,WD Dress Long,6.4
S002460931,0,WD Dress Long,4.67
S002460937,0,WD Dress Short,3.96
S002460940,0,WA Tank,1.6
S002460947,0,WB Skirt Short,1.65
S002460967,0,WT T-Shirt L/S,2.1
S002460998,0,WB Pants,5.95
S002461001,0,WD Dress Long,4.67
S002461006,0,WB Pants,3.9
S002461010,0,WD Dress Long,7.2
S002461014,0,WB Pants,3.9
S002461015,0,WB Pants,3.9
S002461024,0,WB Pants,3.3
S002461054,0,M Athletic Shoe,13.3
S002461055,0,WB Pants,3.3
S002461056,0,WD Dress Long,4.67
S002461066,0,WB Black,2.4
S002461073,0,WB Khakis,3.3
S002461091,0,WT T-Shirt L/S,2.1
S002461096,0,Purse Small,2.92
S002461098,0,WD Dress Long,6.4
S002461100,0,WB Pants,3.9
S002461102,0,WB Pants,3.9
S002461103,0,WD Dress Short,3.96
S002461104,0,WD Dress Long,4.67
S002461112,0,WB S/S BodySuit,2.4
S002461113,0,WD Dress Long,3
S002461156,0,WB Pants,2.7
S002461159,0,M Athletic Shoe,11.4
S002461164,0,WD Dress Long,3
S002461174,0,WB Denim,3.9
S002461192,0,WD Dress Long,2.4
S002461258,0,WD Dress Long,4.55
S002461263,0,WD Dress Long,3
S002461277,0,WT Long Sleeve,3.25
S002461278,0,WT Long Sleeve,1.8
S002461303,0,WB Pants,5.95
S002461307,0,WD Dress Short,2.45
S002461348,0,WO Light / PinkLadies,2.7
S002461356,0,WB Pants,3.9
S002461369,0,WA Skirt,8.8
S002461376,0,W Sandals Flips,2.31
S002461390,0,WB Pants,3.9
S002461400,0,WD Dress Long,8
S002461407,0,WD Dress Long / YIMEILI,3.6
S002461408,0,WD Dress Long / SwimCoverUp,4.67
S002461409,0,WD Dress Long,7.2
S002461421,0,WD Dress Long / Green,2.4
S002461431,0,WD Dress Long,7.2
S002461444,0,WB Pants,3.3
S002461481,0,WB Pants,3.9
S002461500,0,WT Long Sleeve,3
S002461519,0,MA Pants,5.85
S002461523,0,WD Dress Long,3
S002461555,0,WD Dress Long,3
S002461556,0,Earings,1.3
S002461586,0,WA Tank,1.6
S002461592,0,W Swimwear/Bottom,1.5
S002461596,0,W Swimwear/Bottom,1.5
S002461602,0,W Swimwear/Bottom,1.5
S002461608,0,W Swimwear/Bottom,1.5
S002461622,0,W Swimwear/Bottom,1.5
S002461623,0,W Swimwear/Top,1.5
S002461624,0,W Swimwear/Bottom,1.5
S002461627,0,WB Pants,3.9
S002461628,0,WB Pants,3.9
S002461634,0,WD Dress Short,5.6
S002461644,0,WD Jumpsuit,3
S002461660,0,MB Shorts,3.9
S002461665,0,Halloween Costume/mymelody,2.45
S002461674,0,WD Dress Short,4.55
S002461676,0,WD Dress Long / rebelmoon,3.9
S002461680,0,WD Dress Short,3
S002461682,0,WD Dress Long,3
S002461684,0,WD Dress Long,2.4
S002461685,0,WD Dress Long,3.9
S002461713,0,MT T-Shirt,1.07
S002461789,0,MA Short Sleeve,3
S002461791,0,Purse Small,2.4
S002461792,0,WB Khakis,3.3
S002461796,0,WB Pants,3.9
S002461799,0,WD Dress Long,3
S002461800,0,WT LW Sweatshirt,4.88
S002461803,0,Hat,2.4
S002461812,0,MT T-Shirt L/S,1.5
S002461818,0,WB Pants,3.9
S002461829,0,MA Pants,4.2
S002461856,0,WT Long Sleeve,2.4
S002461861,0,WT Long Sleeve,1.8
S002461866,0,WD Dress Short,5.6
S002461884,0,WB Pants,3.9
S002461908,0,WB Skirt Short,4
S002461930,0,WB Denim,4.8
S002461943,0,WB Overalls,5.2
S002461958,0,WO Light,9.5
S002462070,0,WA Pants,7
S002462077,0,WB S/S BodySuit,2.4
S002462108,0,Purse Small,16
S002462134,0,WT Long Sleeve,3.9
S002462156,0,Sunglasses/blue,1.3
S002462169,0,Jewelry / Choker Set,0.8
S002462170,0,Jewelry / Hands,0.8
S002462171,0,Jewelry / Skull,0.6
S002462187,0,WB Overalls,3.6
S002462215,0,WB Pants,5.95
S002462230,0,WD Dress Short,4.62
S002462259,0,WT LW Sweatshirt,1.8
S002462265,0,WT Long Sleeve,2.4
S002462266,0,WT Long Sleeve,1.8
S002462268,0,WD Dress Long,7.2
S002462284,0,WT T-Shirt L/S,2.1
S002462291,0,M Athletic Shoe / Purple,15.2
S002462303,0,MB Pants,3.3
S002462338,0,WT Long Sleeve,3.6
S002462368,0,WT LW Sweatshirt,2.4
S002462379,0,MB Denim,5.85
S002462393,0,WT Long Sleeve,3
S002462414,0,WA Pants,12
S002462459,0,WT Long Sleeve,3.25
S002462465,0,WB Bralette,2.45
S002462504,0,WD Dress Short / YourInspiration,3.96
S002462507,0,MA Long Sleeve,6.5
S002462510,0,WA Pants,4.2
S002462512,0,WT LW Sweatshirt / SimplyPerfect,3
S002462532,0,WA Shorts,1.5
S002462537,0,WT Long Sleeve,2.4
S002462541,0,WT LW Sweatshirt,5.2
S002462545,0,WT LW Sweatshirt,2.4
S002462573,0,WD Jumpsuit/whitefloral,2.4
S002462583,0,WT Long Sleeve,3.6
S002462630,0,WT T-Shirt L/S,1.8
S002462633,0,WD Jumpsuit/Emma and Michele,4.55
S002462641,0,WD Dress Short,3
S002462653,0,WD Dress Long,3
S002462656,0,WD Dress Short,2.7
S002462666,0,WA Shorts/sportswear,1.5
S002462672,0,Purse Small,2.1
S002462679,0,WT T-Shirt L/S,1.8
S002462693,0,WT T-Shirt L/S,1.5
S002462698,0,WT Tank,1.8
S002462712,0,WT Long Sleeve / AmazingLace,3
S002462723,0,WT Tank,3
S002462727,0,WD Dress Long,4.55
S002462729,0,WD Dress Short,3.9
S002462766,0,WD Dress Long,4.67
S002462823,0,MB Denim/As Is,6.5
S002462884,0,WB Pants,2.7
S002462893,0,MA Short Sleeve,3.6
S002462897,0,MA Short Sleeve,3.6
S002462903,0,WB Denim,4.8
S002462917,0,WT Long Sleeve,3.6
S002462926,0,WD Dress Short,4.62
S002462934,0,WT LW Sweatshirt,3
S002462945,0,MA Jacket,12
S002463003,0,WT Long Sleeve,3
S002463004,0,WB Pants,2.7
S002463012,0,WD Jumpsuit,7.6
S002463015,0,WB Shorts  / 2pc,1.8
S002463022,0,WD Dress Long,4.67
S002463028,0,WD Dress Long,2.4
S002463032,0,WT T-Shirt,1.5
S002463038,0,WA Shorts,3
S002463052,0,WD Dress Short,3.96
S002463053,0,WD Dress Long,4.67
S002463091,0,WD Dress Long,2.4
S002463095,0,WT LW Sweatshirt,3
S002463097,0,WD Dress Long,3.9
S002463114,0,WT LW Sweatshirt,5.2
S002463124,0,WA Tank,1.6
S002463169,0,WA Pants,7
S002463189,0,Purse Small,2.92
S002463192,0,WA Shorts,3
S002463201,0,WB Denim,5.94
S002463263,0,WA Shorts,2.97
S002463302,0,Purse Small,3.25
S002463312,0,MA Shorts,2.4
S002463364,0,WT Tank,1.8
S002463366,0,WB Pants,3.3
S002463388,0,WT LW Sweatshirt/pinkfloyd,3
S002463392,0,WT LW Sweater,3
S002463393,0,WT LW Sweatshirt/pacificrepublic,2.4
S002463394,0,Headband,0.9
S002463413,0,WT LW Sweatshirt,2.4
S002463414,0,WT LW Sweatshirt,3
S002463415,0,W Dress Shoe Syn,2.67
S002463421,0,WT LW Sweatshirt,3
S002463428,0,WB Pants,3.3
S002463429,0,WB Pants,4.5
S002463431,0,WT LW Sweatshirt,5.2
S002463432,0,MA Shorts,5.2
S002463435,0,W Athletic Shoe,7.6
S002463436,0,W Dress Shoe Syn,3.33
S002463439,0,WD Dress Long,4.67
S002463443,0,WB Denim,3.9
S002463465,0,WT LW Sweatshirt,2.4
S002463506,0,WD Dress Short,4.2
S002463507,0,WB Pants,2.4
S002463514,0,WB Pants,2.7
S002463523,0,WB Black,3
S002463524,0,WB Black,3
S002463525,0,WB Black,3
S002463552,0,WT LW Sweatshirt,3
S002463573,0,MA Shorts,3.6
S002463582,0,WB Pants,4.5
S002463612,0,WB Pants/pinstripe,2.7
S002463618,0,WB Pants,3.3
S002463643,0,MA Shorts,4.2
S002463646,0,WT LW Sweatshirt,5.85
S002463648,0,WT LW Sweatshirt,5.2
S002463649,0,WT LW Sweatshirt,5.2
S002463666,0,MB Shorts,4.67
S002463698,0,WT LW Sweatshirt,1.8
S002463700,0,WT HW Sweatshirt/taylorswift,3
S002463708,0,WA Long Sleeve,3
S002463782,0,WB Pants,2.7
S002463821,0,WT LW Sweatshirt,3
S002463868,0,Jewelry / Red Earrings,0.8
S002463870,0,Gold Hairclips,0.6
S002463916,0,WB Skirt Short,2.6
S002463964,0,WB Pants,3.3
S002463967,0,M Athletic Shoe,7.6
S002463972,0,WB Pants,3.9
S002464018,0,WA Pants,7
S002464033,0,WD Jumpsuit,4.55
S002464034,0,WB Pants,3.9
S002464039,0,WT Long Sleeve,3
S002464042,0,WA Pants,3
S002464071,0,WB Denim,5.33
S002464072,0,WB Denim,5.33
S002464082,0,MB Denim,3
S002464089,0,WB Skirt Short,4
S002464090,0,WB Pants,3.9
S002464092,0,WD Dress Long,7.2
S002464093,0,WB Pants,3.3
S002464096,0,WT Long Sleeve,3
S002464102,0,WT LW Sweatshirt,5.2
S002464104,0,WB Pants,5.95
S002464105,0,WB Pants,3.3
S002464149,0,WB Skirt Short/2pc,1.65
S002464154,0,WT Long Sleeve,3
S002464158,0,WB Pants,2.7
S002464159,0,WA Jacket,1.8
S002464160,0,MT S Sleeve,2.1
S002464167,0,WA Long Sleeve,2.1
S002464169,0,WB Pants,3.9
S002464175,0,Purse Small,4.9
S002464185,0,MT T-Shirt,1.8
S002464270,0,WT Long Sleeve,3.25
S002464296,0,WT Long Sleeve,1.5
S002464298,0,WD Dress Short,1.8
S002464315,0,WA Pants,3
S002464316,0,WT LW Sweatshirt,3
S002464364,0,WT LW Sweatshirt,2.4
S002464374,0,WD Dress Long,2.4
S002464385,0,WA Tank,1.6
S002464408,0,WB Skirt Short,1.95
S002464492,0,WD Dress Short,2.4
S002464515,0,WT Long Sleeve,1.5
S002464529,0,WT Long Sleeve,2.4
S002464540,0,WT LW Sweatshirt,3
S002464545,0,WT LW Sweater,3.9
S002464574,0,WT Long Sleeve,3
S002464586,0,WT LW Sweatshirt,4.88
S002464592,0,WB Pants,5.95
S002464598,0,WB Pants,3.9
S002464625,0,WT LW Sweatshirt,3.9
S002464629,0,WB Pants,2.7
S002464630,0,WD Dress Short,3.96
S002464635,0,WB Pants,3.3
S002464647,0,M Athletic Shoe,7.6
S002464650,0,WT Long Sleeve,3
S002464718,0,MT T-Shirt,1.5
S002464746,0,WB Shorts,2.4
S002464754,0,WB S/S BodySuit,2.1
S002464755,0,WD Dress Long/floral,2.1
S002464757,0,WD Dress Long,2.4
S002464789,0,WD Dress Long/joliejoy,2.4
S002464799,0,WB Pants,3.9
S002464813,0,WT Long Sleeve/wildfang,2.4
S002464832,0,Makeup Case,2.45
S002464838,0,WT LW Sweatshirt,2.4
S002464878,0,WD Dress Short/futurecollective,3.9
S002464882,0,WD Jumpsuit,3
S002464885,0,WB Pants,3.9
S002464888,0,WB Skirt Long,2.4
S002464890,0,WB Pants,3.3
S002464907,0,WD Jumpsuit/&merci,3.9
S002464919,0,WB Black,3.6
S002464931,0,WB S/S BodySuit,1.5
S002464951,0,WB Denim,5.33
S002464952,0,WB Pants,3.3
S002464957,0,W Athletic Shoe / Black White,9.5
S002464977,0,WB Skirt Short,1.2
S002464995,0,WD Dress Long,2.4
S002465000,0,WT LW Sweatshirt,3.9
S002465006,0,MT S Sleeve,2.1
S002465007,0,MT S Sleeve,2.1
S002465030,0,WB Pants/crossfire,3.9
S002465031,0,WB Pants,3.3
S002465038,0,WT LW Sweatshirt,4.88
S002465099,0,WB Pants,3.9
S002465105,0,WD Dress Long,3.96
S002465112,0,WT LW Sweatshirt,3
S002465117,0,WD Dress Long / camaleau,2.4
S002465133,0,WD Dress Long/huskary,3
S002465153,0,WT LW Sweatshirt,3
S002465164,0,WT LW Sweatshirt,4.55
S002465185,0,WB Pants,3.9
S002465187,0,WB Pants,3.3
S002465189,0,WB Black,4.2
S002465195,0,WB Shorts,3
S002465197,0,WD Dress Long,7.2
S002465198,0,WB Skirt Long,3.9
S002465205,0,WA Shorts,2.4
S002465222,0,WB Pants,4.5
S002465230,0,WD Dress Long,6.4
S002465236,0,MB Shorts,3.9
S002465237,0,MB Denim,5.85
S002465246,0,MB Overalls,4.5
S002465247,0,WB Pants,3.9
S002465283,0,M Athletic Shoe,26.6
S002465292,0,WD Dress Short,2.45
S002465304,0,MT T-Shirt,1.8
S002465319,0,MT T-Shirt,1.8
S002465343,0,WB Pants,3.9
S002465353,0,WB Pants,4.5
S002465364,0,WA Pants,2.4
S002465392,0,WA Long Sleeve,4.2
S002465399,0,WB Pants,3.9
S002465422,0,MB Khaki,3
S002465443,0,WA Jacket,4.2
S002465444,0,MO Light,4.8
S002465485,0,WA Shorts,3
S002465498,0,WB Black/ettelo,2
S002465499,0,WB Pants/1412,3.9
S002465503,0,WB Pants/7thavenue,2.7
S002465508,0,Bracelet/black,4.55
S002465510,0,Bracelet/blackheart,2
S002465515,0,Necklace/pendantheart,1.5
S002465516,0,Necklace/silverlayers,0.8
S002465524,0,MB Pants/hustle,2.7
S002465561,0,MA Pants,4.2
S002465591,0,WB Skirt Short / Sanrio,3.25
S002465619,0,WD Dress Long,5.6
S002465666,0,WB Pants,3.3
S002465668,0,WD Dress Long,6.4
S002465670,0,WD Dress Long,6.4
S002465725,0,WB Skirt Short,1.65
S002465770,0,WA Shorts,3
S002465775,0,WD Dress Long,3
S002465804,0,WD Dress Long,4.67
S002465812,0,WB Denim,4.8
S002465818,0,WD Dress Long,4.67
S002465839,0,Purse Large/beachbag,4.2
S002465849,0,W Swimwear/2pc,2.1
S002465850,0,W Swimwear/2pc,2.1
S002465897,0,WT T-Shirt,1.8
S002465912,0,WD Dress Long,2.4
S002465967,0,Sports Bra,4.2
S002465977,0,Sports Bra,2.4
S002465980,0,WA Shorts,3
S002465982,0,Sports Bra,7.6
S002466002,0,WA Shorts / Black,2.7
S002466044,0,Jewelry (ring),0.4
S002466046,0,Jewelry (ring),0.4
S002466049,0,Jewelry (ring),0.4
S002466051,0,Jewelry (ring),0.4
S002466054,0,Jewelry/ pink necklace,0.6
S002466125,0,WA Short Sleeve,2.7
S002466187,0,Clutch / Red,11.4
S002466201,0,Clutch / Grey,6.3
S002466215,0,WA Short Sleeve,3.3
S002466243,0,WD Dress Short,2.45
S002466253,0,WT Long Sleeve,2.4
S002466269,0,WT Long Sleeve,2.4
S002466276,0,WB Denim,5.33
S002466318,0,WT S Sleeve,1.07
S002466326,0,WT S Sleeve,1.8
S002466329,0,WD Dress Short,2.45
S002466331,0,WB Pants,3.9
S002466342,0,WT Long Sleeve,1.8
S002466343,0,WD Dress Long,3.6
S002466366,0,WB Pants,3.3
S002466377,0,Purse Small,4.9
S002466445,0,MA Tank,1.8
S002466449,0,MA Tank/asrv,5.85
S002466582,0,WT Long Sleeve,3
S002466584,0,WD Dress Long,3
S002466590,0,WB Denim,6
S002466597,0,WB Denim,6.5
S002466608,0,WB Pants,5.95
S002466613,0,WD Dress Long,4.67
S002466624,0,Backpack,4.67
S002466637,0,WA Pants,1.8
S002466652,0,WT T-Shirt L/S,1.33
S002466657,0,WB Pants,3.9
S002466662,0,WB Shorts,3.6
S002466673,0,WT T-Shirt L/S,2.4
S002466681,0,WA Pants,2.4
S002466693,0,WB Pants,4.5
S002466696,0,WD Dress Short,3.96
S002466700,0,WD Dress Short,3
S002466721,0,WD Dress Short,3.96
S002466769,0,MT T-Shirt,1.8
S002466775,0,WD Dress Short,3.96
S002466780,0,W Dress Shoe Syn,2.67
S002466794,0,Hat/LA,1.6
S002466804,0,WB Pants,3.3
S002466856,0,WB Pants,3.9
S002466900,0,MA Shorts / Blue Clouds,1
S002466965,0,WA Long Sleeve,5.85
S002466975,0,WT LW Sweater / Vest Blue,2.4
S002467024,0,WB Pants,3.9
S002467032,0,WA Pants,5.2
S002467081,0,WB Shorts,1.33
S002467106,0,WB Pants,3.3
S002467108,0,WB Khakis,3.9
S002467109,0,WB Pants,2.7
S002467114,0,WT Tank / LineaDonatella,1.8
S002467135,0,MA Short Sleeve,2.1
S002467145,0,WB Denim/As Is,2.7
S002467211,0,MT T-Shirt/TNMT,1.8
S002467229,0,WA Pants,9.5
S002467273,0,WD Dress Short,2.4
S002467282,0,WD Dress Short,3.96
S002467301,0,WA Pants,5.85
S002467324,0,WB Denim,5.94
S002467334,0,M Athletic Shoe/DD1391-002,20.9
S002467360,0,WT T-Shirt L/S,2.1
S002467404,0,phone case,1.65
S002467406,0,W Boots Syn,4.9
S002467415,0,WB Shorts,3.6
S002467417,0,WB Pants,3.9
S002467429,0,WA Tank/readytogo,1.6
S002467435,0,WT LW Sweater,1.87
S002467446,0,WB Pants,3.9
S002467497,0,WA Pants,3.6
S002467504,0,Sports Bra,1.8
S002467510,0,Sports Bra,1.8
S002467511,0,Sports Bra,1.8
S002467514,0,WB Denim,2.7
S002467542,0,WB Pants,3.3
S002467543,0,WB Khakis,4.5
S002467547,0,Rings/gold,0.4
S002467549,0,Rings/gold,0.4
S002467552,0,Rings/gold,0.6
S002467568,0,WB Skirt Short,2.6
S002467571,0,WB Pants,3.9
S002467607,0,WA Shorts,2.7
S002467615,0,WB Pants,3.9
S002467659,0,WB Pants,4.5
S002467661,0,WB Pants,4.5
S002467690,0,WB Skirt Short,1.65
S002467703,0,WD Dress Short,2.45
S002467712,0,WB Skirt Short,3
S002467718,0,WD Dress Long,4.67
S002467740,0,WD Dress Long,2.4
S002467749,0,MT T-Shirt/halfevil,1.33
S002467752,0,MA Shorts,3.6
S002467768,0,MT T-Shirt,1.8
S002467785,0,WB Pants,3.3
S002467786,0,WT S Sleeve,2.1
S002467820,0,WB Denim,4.2
S002467851,0,MB Pants,3.3
S002467935,0,W Casual Shoe Syn,4.9
S002467943,0,MT S Sleeve,2.7
S002467958,0,WT Long Sleeve,3
S002467960,0,WT Long Sleeve/maddennyc,3
S002467992,0,WB Denim,6
S002468030,0,WT S Sleeve,2.1
S002468045,0,WA Pants / Grey,1.8
S002468061,0,WT T-Shirt L/S,1.5
S002468074,0,Jewelry (bracelet),0.8
S002468078,0,WT Tank / Black,1.8
S002468096,0,WT Tank/fashiononearth,1.5
S002468103,0,WA Shorts,3.6
S002468119,0,WT Tank,1.3
S002468124,0,WA Shorts,2.97
S002468226,0,WT Long Sleeve,2.4
S002468228,0,WT T-Shirt L/S,2.1
S002468229,0,WT T-Shirt L/S,2.1
S002468237,0,WA Pants/darkgray,2.4
S002468252,0,WT LW Sweatshirt/girlytomboy,3.6
S002468261,0,WT T-Shirt L/S,1.8
S002468270,0,Sunglasses/purple,0.9
S002468273,0,Bracelet/chain,0.6
S002468321,0,WT Long Sleeve,3.25
S002468322,0,WT Long Sleeve,3.25
S002468330,0,WA Tank,1.33
S002468393,0,WT Long Sleeve,2.4
S002468396,0,WT Long Sleeve / AvidLove,3
S002468415,0,Sports Bra,4.2
S002468421,0,WT Long Sleeve,2.4
S002468494,0,WD Dress Long,4.67
S002468508,0,WT T-Shirt,1.8
S002468517,0,MB Shorts,4.67
S002468528,0,WT Long Sleeve,3.9
S002468550,0,WB Skirt Short,2.6
S002468557,0,WA Shorts,3
S002468558,0,WA Long Sleeve,2.4
S002468559,0,WA Long Sleeve,2.4
S002468560,0,WA Long Sleeve,2.4
S002468565,0,WT T-Shirt L/S,2.1
S002468587,0,WA Tank,6.3
S002468598,0,MA Pants,4.2
S002468600,0,WB Skirt Short,2.4
S002468610,0,WT Long Sleeve,2.4
S002468666,0,WB Pants,3.3
S002468679,0,WA Tank,1.07
S002468698,0,WB Pants / 2 pc,2.7
S002468700,0,WB Pants / 2 pc,2.7
S002468776,0,WA Tank,1.07
S002468797,0,WT Long Sleeve / WalkingDead,3
S002468839,0,WB Shorts,2.4
S002468855,0,WB Denim,4.8
S002468862,0,WT Long Sleeve,3
S002468869,0,WB Skirt Short,4
S002468870,0,WB Pants,3.9
S002468873,0,WD Jumpsuit,4.55
S002468913,0,WT Tank,1.5
S002468937,0,WT T-Shirt L/S,1.8
S002468941,0,W Swimwear,5.6
S002469000,0,WT Tank/bandana,0.6
S002469006,0,WD Dress Long/farm,2.4
S002469040,0,MO Light,9.5
S002469041,0,MO Light,12
S002469042,0,MO Light,8.05
S002469057,0,W Boots Syn,4.9
S002469129,0,WD Dress Long,4.67
S002469133,0,MA Long Sleeve,10
S002469141,0,WT T-Shirt L/S,2.1
S002469147,0,Purse Large,16
S002469148,0,M Athletic Shoe,6.3
S002469179,0,WB Denim,4.8
S002469215,0,WB Skirt Short,2.6
S002469225,0,WT Long Sleeve,3.25
S002469229,0,WB Pants,3.3
S002469230,0,WB Pants,3.3
S002469234,0,WB Pants,3.9
S002469242,0,WB S/S BodySuit,2.4
S002469252,0,WB Pants,3.9
S002469295,0,WB Pants,3.9
S002469324,0,WT Tank,1.98
S002469351,0,keychain plush,4.9
S002469357,0,choker,0.8
S002469402,0,WD Dress Short,2.45
S002469409,0,WD Dress Long,4.67
S002469437,0,Purse Small / Rose Gold,6.3
S002469453,0,M Athletic Shoe / Black,15.2
S002469463,0,WA Tank / Blue,1.33
S002469495,0,WB Pants,3.9
S002469501,0,WA Shorts,3
S002469525,0,MB Shorts,6.3
S002469537,0,WD Dress Long,3
S002469547,0,WA Shorts / 2 pc,2.4
S002469551,0,WA Romper,7.6
S002469569,0,WT Long Sleeve,3
S002469582,0,MT T-Shirt L/S / Bayside,1.5
S002469585,0,WT Long Sleeve / IllaIlla,3
S002469592,0,WT Long Sleeve,3.9
S002469667,0,WB Pants,3.9
S002469685,0,Earings/Fashionearings,3.5
S002469687,0,Earings,2.45
S002469726,0,WT Long Sleeve,1.8
S002469727,0,WB Pants,2.1
S002469762,0,WD Dress Long,3.9
S002469772,0,WD Dress Long,3.9
S002469790,0,Sports Bra,4.2
S002469817,0,WT Long Sleeve,2.4
S002469824,0,WD Dress Long / PrettyRebellious,4.67
S002469827,0,WD Dress Long/emma&michelle,4.67
S002469844,0,WD Dress Long,3
S002469872,0,MA Long Sleeve,3.6
S002469883,0,WA Tank,3
S002469908,0,WA Tank,3
S002469938,0,WD Dress Long,4.55
S002469940,0,MT T-Shirt,2.6
S002469949,0,MB Shorts,4.67
S002469977,0,WT Long Sleeve,3
S002470020,0,WT LW Sweatshirt,2.4
S002470050,0,WD Dress Short,4.62
S002470052,0,WT LW Sweatshirt,5.2
S002470070,0,WT T-Shirt,1.8
S002470098,0,WB Black,2
S002470115,0,MO Light,3.3
S002470116,0,WT LW Sweatshirt,1.8
S002470117,0,Purse Large/gray,2.4
S002470126,0,WT Tank,1.3
S002470130,0,WT LW Sweatshirt / Green,2.4
S002470133,0,WT LW Sweatshirt,5.2
S002470136,0,WB Pants,4.5
S002470142,0,WB Pants,4.5
S002470202,0,W Athletic Shoe,15.2
S002470209,0,WO Light,7
S002470233,0,WA Shorts,1.5
S002470242,0,WB Pants,4.5
S002470258,0,WT Tank,1.8
S002470261,0,WT LW Sweatshirt,5.2
S002470328,0,WT LW Sweatshirt,3
S002470329,0,MO Light,9.5
S002470338,0,WA Tank,1.6
S002470351,0,WB Skirt Short/scoop,1.2
S002470382,0,MT T-Shirt,1.5
S002470389,0,WA Pants,2.4
S002470425,0,WA Pants,2.4
S002470457,0,WA Shorts,2.1
S002470464,0,M Athletic Shoe (As is),19
S002470475,0,WO Light/FUINLOTH,3.9
S002470490,0,WT Long Sleeve,2.4
S002470497,0,MT LW Sweater,4.55
S002470507,0,WT T-Shirt L/S,2.1
S002470515,0,WT T-Shirt,1.5
S002470521,0,WT LW Sweatshirt,1.8
S002470543,0,WA Short Sleeve,1.87
S002470546,0,WB Skirt Short,1.95
S002470556,0,WT Long Sleeve,2.4
S002470570,0,WB Pants,2.7
S002470573,0,MA Shorts,1.8
S002470574,0,MT T-Shirt / Celtics,1.8
S002470610,0,WT LW Sweatshirt,3
S002470622,0,WT Long Sleeve,1.5
S002470628,0,WA Tank,3
S002470630,0,WT LW Sweatshirt,2.4
S002470631,0,WT Long Sleeve,1.8
S002470640,0,W Sandals Leather,7.6
S002470642,0,WB Pants,3.3
S002470651,0,WT Long Sleeve,1.5
S002470670,0,WT LW Sweatshirt,2.4
S002470674,0,MA Shorts,3.6
S002470721,0,WD Dress Long/kiki,2.4
S002470737,0,WB Skirt Short,2.4
S002470747,0,WA Long Sleeve,1.6
S002470779,0,W Boots Syn,3.3
S002470798,0,WB Skirt Short,2.4
